experiment_family,scenario_name,condition_name,persona_name,agent_persona_name,chat_atmosphere,report_1_polarity,report_2_polarity,repeat_index,timestep,event_id,actor_id,action_type,success,error_message,reply_to,hyperedge_id,visible_hyperedge_ids,activation_score,signal_polarity,content,final_choice,credible_choice,share_choice,comment_choice,like_choice,reason,reason_signal,nsb,cb,sb,eb,nci_comp,scm,gcr,ssa,is_stop_step,stop_reason,raw_response
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,1,t1_e5,agent_047,post,True,,,t1_e5,seed_1|seed_2|seed_3|seed_4,0.4637024918303133,negative,我先占个楼，恢复慢和复诊这些具体提醒还是值得继续看。,negative,negative,negative,support_negative,negative,我的进入讨论前状态接近观望，seed 中恢复慢、复诊或照护压力这些线索让我保留轻度风险意识。,,1,1,1,1,4,,0.6,0.19999999999999996,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到不少家长提到按常规处理后恢复平稳，但也有个别恢复慢的情况需要留意，感觉还是以多数恢复经验为主。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""我更倾向于报道1中提到的多数病例表现为短期症状且常规治疗有效的具体线索，这比报道2中的零散个案更有代表性。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,1,t1_e6,agent_021,post,True,,,t1_e6,seed_1|seed_2|seed_3|seed_4,0.46291648089329634,positive,更让我安心的是报道1和seed评论中关于恢复较快和常规处理的描述更具体且一致，而恢复拖长的线索较为零散。,positive,positive,none,support_positive,none,报道1和seed评论中关于恢复较快和常规处理的描述更具体且一致，而恢复拖长的线索较为零散。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到几个家长提到恢复节奏差异，确实需要多观察几天，但多数还是按常规处理。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""none"",""comment_choice"":""support_report_1"",""like_choice"":""none"",""reason"":""报道1和seed评论中关于恢复较快和常规处理的描述更具体且一致，而恢复拖长的线索较为零散。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,1,t1_e7,agent_028,post,True,,,t1_e7,seed_1|seed_2|seed_3|seed_4,0.46278600754402255,negative,我先占个楼，恢复慢和复诊这些具体提醒还是值得继续看。,negative,negative,negative,support_negative,negative,我的进入讨论前状态接近观望，seed 中恢复慢、复诊或照护压力这些线索让我保留轻度风险意识。,,1,1,1,1,4,,0.5714285714285714,0.1428571428571428,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到有家长提到恢复后还需要多观察几天，感觉恢复节奏确实值得关注，但大多数还是按常规处理就能缓解。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1和初始评论中提到的恢复情况更具体连续，多数病例按常规处理后能缓解，虽然有个别恢复慢的情况，但整体来看更倾向于可控。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,1,t1_e8,agent_011,post,True,,,t1_e8,seed_1|seed_2|seed_3|seed_4,0.4612450892850862,positive,我还是会更相信眼下这些说明情况还稳得住的线索。,positive,positive,positive,support_positive,positive,报道1和seed评论中恢复情况的描述更具体连续，多数提到按常规处理后恢复平稳，比报道2中零散的风险提示更可信。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到不少家长提到按常规处理后恢复平稳，但也有个别恢复慢的情况需要多观察几天。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1和seed评论中恢复情况的描述更具体连续，多数提到按常规处理后恢复平稳，比报道2中零散的风险提示更可信。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,1,t1_e9,agent_023,post,True,,,t1_e9,seed_1|seed_2|seed_3|seed_4,0.46072720717059623,negative,我先占个楼，恢复慢和复诊这些具体提醒还是值得继续看。,negative,negative,negative,support_negative,negative,我的进入讨论前状态接近观望，seed 中恢复慢、复诊或照护压力这些线索让我保留轻度风险意识。,,1,1,1,1,4,,0.5555555555555556,0.11111111111111116,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到几个家长提到恢复节奏不一，但报道1里学校和社区的应对措施描述得更具体。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中的恢复路径和应对措施更具体，而报道2中的风险提醒多为零散个案，缺乏系统描述。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e1,agent_006,reply,True,,t1_e11,t1_e11,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.5098143246076234,positive,前面有人提到恢复节奏，我更在意的是这种情况会不会反复。,positive,positive,none,support_positive,positive,已有楼层提到与我判断相关的具体点，我直接回复补充，而不是重复新建楼层。,,0,0,0,0,0,0,1.0,-1.0,False,,"{""planned_action"":""reply"",""public_comment"":""前面有人提到恢复节奏，我更在意的是这种情况会不会反复。"",""reply_target"":""t1_e11"",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""none"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""已有楼层提到与我判断相关的具体点，我直接回复补充，而不是重复新建楼层。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e10,agent_045,observe,True,,,,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.4998437956142342,,,positive,neutral,none,neutral,none,两种叙事都有具体支持线索，报道1强调大多数恢复快，报道2则提到恢复慢和反复的情况，目前无法判断哪一方更占优势。,,0,0,0,0,0,,0.5714285714285714,-0.1428571428571429,False,,"{""planned_action"":""post_comment"",""public_comment"":""虽然多数人提到恢复较快，但反复和复诊这些具体提醒确实值得继续关注。"",""reply_target"":"""",""final_choice"":""neutral"",""credible_choice"":""neutral"",""share_choice"":""none"",""comment_choice"":""neutral"",""like_choice"":""none"",""reason"":""两种叙事都有具体支持线索，报道1强调大多数恢复快，报道2则提到恢复慢和反复的情况，目前无法判断哪一方更占优势。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e11,agent_029,observe,True,,,,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.4996192786913876,,,positive,positive,positive,support_positive,positive,报道1提供了更多具体应对措施和恢复路径，而报道2的风险提醒虽有价值但多为个案，整体来看医院应对能力更可信。,,0,0,0,0,0,,0.5714285714285714,-0.1428571428571429,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到好几条都在说恢复慢和复诊提醒，但报道1里医生和学校的具体应对措施确实更让我安心。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1提供了更多具体应对措施和恢复路径，而报道2的风险提醒虽有价值但多为个案，整体来看医院应对能力更可信。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e12,agent_049,like,True,,t1_e11,t1_e11,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.49898718651300006,positive,,positive,positive,none,neutral,positive,报道1中关于恢复时间短、症状轻以及学校控制措施的具体描述比报道2中的模糊担忧更充分。,,0,0,0,0,0,,0.625,-0.25,False,,"{""planned_action"":""observe"",""public_comment"":"""",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""none"",""comment_choice"":""neutral"",""like_choice"":""report_1"",""reason"":""报道1中关于恢复时间短、症状轻以及学校控制措施的具体描述比报道2中的模糊担忧更充分。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e13,agent_003,post,True,,,t2_e13,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.4987948965101026,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,我主要是被报道2里反复出现的恢复慢、复诊观察和症状拖延等具体线索推向这一边，这些具体提醒比报道1中的常规治疗描述更具体。,,1,1,1,1,4,,0.5555555555555556,-0.11111111111111116,False,,"{""planned_action"":""post_comment"",""public_comment"":""虽然很多人说情况可控，但恢复慢和复诊这些具体提醒还是值得继续关注，不能只看多数情况。"",""reply_target"":"""",""final_choice"":""report_2"",""credible_choice"":""report_2"",""share_choice"":""report_2"",""comment_choice"":""support_report_2"",""like_choice"":""report_2"",""reason"":""我主要是被报道2里反复出现的恢复慢、复诊观察和症状拖延等具体线索推向这一边，这些具体提醒比报道1中的常规治疗描述更具体。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e14,agent_257,like,True,,t1_e11,t1_e11,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.3124891267647709,positive,,positive,positive,positive,support_positive,positive,报道1中的恢复案例更具体连续，但报道2中的复诊提醒也值得关注，整体更倾向可控判断。,,0,0,0,0,0,,0.6,-0.19999999999999996,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到不少具体恢复案例，但复诊和反复的提醒确实值得持续关注。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中的恢复案例更具体连续，但报道2中的复诊提醒也值得关注，整体更倾向可控判断。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e15,agent_230,post,True,,,t2_e15,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.3189116863203961,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,我更倾向于报道2中关于恢复慢和反复的具体提醒，这些线索虽然零散但反复出现，比单纯说'几天内缓解'更值得警惕。,,1,1,1,1,4,,0.5454545454545454,-0.09090909090909094,False,,"{""planned_action"":""post_comment"",""public_comment"":""虽然看到不少人说恢复快，但反复发热和复诊的提醒确实值得注意，特别是当这些现象不是个例时。"",""reply_target"":"""",""final_choice"":""report_2"",""credible_choice"":""report_2"",""share_choice"":""report_2"",""comment_choice"":""support_report_2"",""like_choice"":""report_2"",""reason"":""我更倾向于报道2中关于恢复慢和反复的具体提醒，这些线索虽然零散但反复出现，比单纯说'几天内缓解'更值得警惕。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e2,agent_052,post,True,,,t2_e2,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.5066333718480621,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,none,support_negative,none,我更关注报道2中关于高热反复、恢复时间拖长和交叉感染压力的具体线索，这些具体风险提醒比报道1中较为笼统的'季节性波动'描述更让我在意。,,1,1,0,1,2,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""虽然大家都在说情况稳得住，但我还是注意到不少恢复慢和反复的具体提醒，这些细节值得继续观察。"",""reply_target"":"""",""final_choice"":""report_2"",""credible_choice"":""report_2"",""share_choice"":""none"",""comment_choice"":""support_report_2"",""like_choice"":""none"",""reason"":""我更关注报道2中关于高热反复、恢复时间拖长和交叉感染压力的具体线索，这些具体风险提醒比报道1中较为笼统的'季节性波动'描述更让我在意。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e3,agent_039,post,True,,,t2_e3,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.504903912346229,negative,我更担心的是现实里的压力累积，不只是表面上的平稳。,negative,negative,negative,support_negative,negative,报道2中关于症状反复和恢复时间拖长的具体描述比报道1中更详细，这些具体风险线索让我更倾向于风险提醒一边。,,1,1,1,1,4,,0.6666666666666666,0.33333333333333326,False,,"{""planned_action"":""post_comment"",""public_comment"":""我注意到报道2中提到的'高热反复'和'恢复时间拖长'这些具体症状描述比报道1更详细，尤其是'刚好转又反复'这种具体经历让我更倾向于风险提醒一边。"",""reply_target"":"""",""final_choice"":""report_2"",""credible_choice"":""report_2"",""share_choice"":""report_2"",""comment_choice"":""support_report_2"",""like_choice"":""report_2"",""reason"":""报道2中关于症状反复和恢复时间拖长的具体描述比报道1中更详细，这些具体风险线索让我更倾向于风险提醒一边。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e4,agent_022,post,True,,,t2_e4,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.5044026389603044,positive,我现在更看重的是报道1中一线医生、家长和学校的具体反馈比网络零散个案更可信，多数病例恢复平稳的描述也更一致。,positive,positive,positive,support_positive,positive,报道1中一线医生、家长和学校的具体反馈比网络零散个案更可信，多数病例恢复平稳的描述也更一致。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到几位提到恢复慢和复诊的提醒，但报道1里医生和学校的反馈更具体连贯，我还是更相信这些一线观察。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中一线医生、家长和学校的具体反馈比网络零散个案更可信，多数病例恢复平稳的描述也更一致。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e5,agent_014,observe,True,,,,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.5030724339028058,,,positive,positive,none,neutral,positive,我更相信报道1中关于大部分病例恢复较快、症状较轻的具体描述，尽管报道2中提到的恢复拖长和反复情况值得留意，但报道1的线索更一致且来自多方面的正式反馈。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""observe"",""public_comment"":"""",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""none"",""comment_choice"":""neutral"",""like_choice"":""report_1"",""reason"":""我更相信报道1中关于大部分病例恢复较快、症状较轻的具体描述，尽管报道2中提到的恢复拖长和反复情况值得留意，但报道1的线索更一致且来自多方面的正式反馈。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e6,agent_001,like,True,,t1_e11,t1_e11,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.5018803637424671,positive,,positive,positive,none,support_positive,positive,虽然恢复慢和复诊提醒值得关注，但报道1中关于大多数病例短期缓解的具体描述更符合当前多数意见。,,0,0,0,0,0,,0.6,-0.19999999999999996,False,,"{""planned_action"":""reply"",""public_comment"":""我注意到报道1提到大多数病例经过常规治疗后能在几天内明显缓解，但报道2中提到的'高热反复、恢复时间拖长'这些具体症状确实值得持续关注。"",""reply_target"":""t1_e11"",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""none"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""虽然恢复慢和复诊提醒值得关注，但报道1中关于大多数病例短期缓解的具体描述更符合当前多数意见。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e7,agent_059,like,True,,t1_e12,t1_e12,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.5013189233633502,negative,,negative,negative,negative,support_negative,negative,报道2中提到的'高热反复、恢复时间拖长、班级交叉感染'等具体线索比报道1中相对笼统的'几天内明显缓解'描述更值得关注。,,1,1,1,1,4,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到很多人提到恢复慢和复诊的情况，这些具体提醒确实比笼统的'很快好转'更有参考价值。"",""reply_target"":"""",""final_choice"":""report_2"",""credible_choice"":""report_2"",""share_choice"":""report_2"",""comment_choice"":""support_report_2"",""like_choice"":""report_2"",""reason"":""报道2中提到的'高热反复、恢复时间拖长、班级交叉感染'等具体线索比报道1中相对笼统的'几天内明显缓解'描述更值得关注。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e8,agent_024,reply,True,,t1_e11,t1_e11,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.5012402173465678,neutral,我还想再看看的是两篇报道都有具体线索，报道1提到大部分病例短期缓解，报道2提到部分患者恢复慢且反复，具体性相当，难以确定哪一边更占优势。,positive,neutral,none,neutral,none,两篇报道都有具体线索，报道1提到大部分病例短期缓解，报道2提到部分患者恢复慢且反复，具体性相当，难以确定哪一边更占优势。,,0,0,0,0,0,,0.5,0.0,False,,"{""planned_action"":""post_comment"",""public_comment"":""看到不少具体提到恢复快的案例，但也有反复和恢复慢的个别情况，需要更多观察。"",""reply_target"":"""",""final_choice"":""neutral"",""credible_choice"":""neutral"",""share_choice"":""none"",""comment_choice"":""neutral"",""like_choice"":""none"",""reason"":""两篇报道都有具体线索，报道1提到大部分病例短期缓解，报道2提到部分患者恢复慢且反复，具体性相当，难以确定哪一边更占优势。""}"
main,influenza_a,high_interaction,main_baseline_neutral,main_baseline_neutral,none,positive,negative,1,2,t2_e9,agent_032,post,True,,,t2_e9,t1_e11|t1_e12|t1_e14|t1_e15|t1_e9,0.5005544178060151,positive,我更倾向于报道1的说法，因为一线医生和学校的实际处理经验更具体可验证，恢复时间也有明确路径。,positive,positive,positive,support_positive,positive,报道1中一线医生和学校的具体处理经验与恢复路径描述更清晰，比报道2中零散的个案提醒更有说服力。,,0,0,0,0,0,,0.5714285714285714,-0.1428571428571429,False,,"{""planned_action"":""post_comment"",""public_comment"":""我更倾向于报道1的说法，因为一线医生和学校的实际处理经验更具体可验证，恢复时间也有明确路径。"",""reply_target"":"""",""final_choice"":""report_1"",""credible_choice"":""report_1"",""share_choice"":""report_1"",""comment_choice"":""support_report_1"",""like_choice"":""report_1"",""reason"":""报道1中一线医生和学校的具体处理经验与恢复路径描述更清晰，比报道2中零散的个案提醒更有说服力。""}"
